t_sec,POM_5V_IN_mW,POM_5V_GPU_mW,POM_5V_CPU_mW,total_mW
30.727,3049,240,1201,3049
30.833,3245,360,1161,3245
30.938,3049,240,1241,3049
31.044,3124,280,1201,3124
31.149,3124,320,1201,3124
31.255,3049,240,1201,3049
31.360,3205,400,1161,3205
31.466,3049,280,1161,3049
31.572,3165,360,1161,3165
31.677,3049,240,1201,3049
31.782,3165,360,1161,3165
31.888,3009,240,1201,3009
31.993,3165,320,1161,3165
32.099,3004,240,1201,3004
32.205,3044,240,1201,3044
32.310,3165,320,1161,3165
32.417,3009,240,1201,3009
32.522,3205,400,1161,3205
32.628,3245,280,1322,3245
32.734,3205,360,1201,3205
32.840,3124,240,1282,3124
32.946,3205,360,1161,3205
33.052,3049,200,1241,3049
33.157,3165,320,1201,3165
33.263,3084,320,1201,3084
33.369,3049,240,1201,3049
33.475,3165,360,1201,3165
33.581,3009,280,1161,3009
33.687,3205,400,1160,3205
33.793,3089,240,1201,3089
33.899,3205,360,1161,3205
34.006,3049,240,1241,3049
34.112,3124,320,1201,3124
34.218,3084,360,1201,3084
34.324,3084,280,1201,3084
34.430,3165,360,1161,3165
34.536,3004,240,1201,3004
34.642,3205,360,1160,3205
34.749,3084,240,1201,3084
34.856,3245,400,1160,3245
34.961,3044,240,1201,3044
35.067,3124,320,1161,3124
35.173,3124,200,1282,3124
35.278,3084,280,1201,3084
35.384,3325,400,1240,3325
35.489,3124,240,1241,3124
35.595,3205,360,1161,3205
35.700,3084,280,1201,3084
35.806,3405,320,1320,3405
35.911,3124,280,1241,3124
36.017,3245,400,1161,3245
36.122,3044,240,1201,3044
36.228,3165,320,1161,3165
36.333,3009,240,1201,3009
36.439,3084,280,1201,3084
36.545,3245,400,1161,3245
36.650,3049,240,1201,3049
36.756,3205,360,1160,3205
36.862,3084,280,1201,3084
36.967,3205,360,1161,3205
37.072,3044,240,1241,3044
37.178,3205,360,1160,3205
37.283,3009,240,1241,3009
37.389,3084,280,1201,3084
37.494,3165,320,1201,3165
37.600,3049,240,1201,3049
37.706,3285,400,1200,3285
37.812,3205,280,1360,3205
37.917,3205,360,1161,3205
38.023,3084,280,1241,3084
38.129,3205,360,1161,3205
38.234,3049,240,1201,3049
38.340,3165,360,1161,3165
38.445,3009,240,1201,3009
38.551,3084,280,1201,3084
38.657,3165,320,1201,3165
38.762,3009,240,1201,3009
38.867,3245,400,1160,3245
38.973,3084,280,1201,3084
39.078,3165,360,1161,3165
39.184,3049,240,1201,3049
39.289,3205,360,1161,3205
39.395,3009,200,1241,3009
39.501,3129,280,1201,3129
39.606,3165,320,1161,3165
39.712,3049,240,1201,3049
39.817,3165,360,1161,3165
39.923,3084,280,1201,3084
40.029,3245,400,1160,3245
40.135,3049,240,1201,3049
40.242,3205,360,1161,3205
40.347,3009,240,1241,3009
40.453,3124,280,1201,3124
40.558,3124,360,1161,3124
40.664,3089,240,1201,3089
40.770,3165,360,1161,3165
40.876,3084,280,1201,3084
40.982,3205,360,1161,3205
41.088,3049,240,1201,3049
41.193,3245,400,1161,3245
41.299,3009,240,1241,3009
41.404,3124,280,1201,3124
41.510,3044,320,1161,3044
41.616,3049,240,1201,3049
41.722,3245,400,1161,3245
41.828,3009,240,1201,3009
41.933,3165,360,1161,3165
42.040,3049,240,1201,3049
42.146,3165,360,1121,3165
42.253,3165,240,1322,3165
42.359,3245,360,1161,3245
42.465,3049,200,1241,3049
42.571,3124,280,1201,3124
42.676,3124,320,1161,3124
42.782,3049,240,1201,3049
42.887,3245,400,1161,3245
42.993,3089,280,1161,3089
43.099,3165,360,1160,3165
43.205,3049,240,1201,3049
43.310,3205,360,1161,3205
43.415,3009,240,1201,3009
43.521,3124,320,1161,3124
43.627,3124,320,1201,3124
43.732,3089,240,1201,3089
43.838,3165,360,1161,3165
43.943,3009,240,1201,3009
44.050,3205,400,1121,3205
44.155,3084,280,1201,3084
44.261,3205,360,1161,3205
44.367,3009,240,1201,3009
44.472,3205,320,1201,3205
44.578,3205,200,1362,3205
44.683,3124,280,1201,3124
