t_sec,POM_5V_IN_mW,POM_5V_GPU_mW,POM_5V_CPU_mW,total_mW
22.379,2648,0,1163,2648
22.486,2728,0,1163,2728
22.591,2648,0,1123,2648
22.697,2728,0,1123,2728
22.803,2688,0,1163,2688
22.909,2768,0,1241,2768
23.015,2612,0,1043,2612
23.121,2688,0,1163,2688
23.227,2572,0,1003,2572
23.333,2728,0,1203,2728
23.439,2572,0,1003,2572
23.545,2929,0,1282,2929
23.650,2889,0,1241,2889
23.756,2768,0,1163,2768
23.862,2688,0,1163,2688
23.968,2808,0,1241,2808
24.074,2688,0,1123,2688
24.180,2929,0,1362,2929
24.286,2652,0,1083,2652
24.392,2768,0,1203,2768
24.498,2612,0,1043,2612
24.604,2768,0,1203,2768
24.710,2612,0,1043,2612
24.816,2768,0,1203,2768
24.922,2688,0,1083,2688
25.028,2652,0,1083,2652
25.134,2648,0,1043,2648
25.240,2648,0,1083,2648
25.346,2652,0,1043,2652
25.453,2652,0,1083,2652
25.559,2728,0,1163,2728
25.665,2728,0,1163,2728
25.771,2728,0,1123,2728
25.877,2688,0,1123,2688
25.983,2688,0,1083,2688
26.089,2688,0,1123,2688
26.195,2808,0,1243,2808
26.301,2612,0,1083,2612
26.407,2728,0,1163,2728
26.513,2648,0,1123,2648
26.619,2728,0,1163,2728
26.725,2648,0,1123,2648
26.831,2768,0,1243,2768
26.936,2612,0,1043,2612
27.042,2688,0,1163,2688
27.148,2652,0,1083,2652
27.254,2728,0,1203,2728
27.360,2612,0,1003,2612
27.465,2849,0,1243,2849
27.571,2648,0,1083,2648
27.677,2688,0,1123,2688
27.783,2648,0,1083,2648
27.889,2688,0,1083,2688
27.995,2728,0,1083,2728
28.101,3044,0,1482,3044
28.207,2688,0,1123,2688
28.313,2768,0,1243,2768
28.419,2688,0,1083,2688
28.525,2728,0,1163,2728
28.631,2612,0,1043,2612
28.737,2688,0,1163,2688
28.843,2688,0,1123,2688
28.949,2692,0,1083,2692
29.055,2652,0,1083,2652
29.160,2648,0,1083,2648
29.266,2648,0,1083,2648
29.372,2648,0,1083,2648
29.478,2768,0,1163,2768
29.584,2728,0,1163,2728
29.690,2688,0,1123,2688
29.796,2728,0,1163,2728
29.902,2688,0,1123,2688
30.008,2728,0,1123,2728
30.114,2849,0,1282,2849
30.220,2572,0,1043,2572
