t_sec,POM_5V_IN_mW,POM_5V_GPU_mW,POM_5V_CPU_mW,total_mW
30.111,3044,0,1442,3044
30.217,3044,0,1482,3044
30.323,3084,0,1482,3084
30.429,3044,0,1402,3044
30.535,2889,0,1322,2889
30.644,2969,0,1402,2969
30.750,3004,0,1442,3004
30.856,3084,0,1482,3084
30.962,3044,0,1482,3044
31.068,3124,0,1522,3124
31.174,3124,0,1520,3124
31.279,2969,0,1362,2969
31.385,2889,0,1322,2889
31.491,3004,0,1442,3004
31.598,3044,0,1442,3044
31.704,3084,0,1522,3084
31.810,3044,0,1482,3044
31.915,3084,0,1442,3084
32.021,3124,0,1522,3124
32.127,2929,0,1322,2929
32.233,2969,0,1402,2969
32.340,3044,0,1442,3044
32.446,3044,0,1442,3044
32.552,3084,0,1522,3084
32.658,3084,0,1482,3084
32.764,3004,0,1402,3004
32.869,3165,0,1522,3165
32.975,3084,0,1522,3084
33.081,3044,0,1442,3044
33.187,3124,0,1562,3124
33.293,3084,0,1482,3084
33.399,3124,0,1522,3124
33.505,3205,0,1520,3205
33.611,2929,0,1322,2929
33.717,3044,0,1402,3044
33.823,2929,0,1362,2929
33.929,3004,0,1442,3004
34.035,3084,0,1522,3084
34.141,3044,0,1442,3044
34.247,3044,0,1482,3044
34.353,3084,0,1442,3084
34.459,2929,0,1322,2929
34.565,3004,0,1402,3004
34.671,3009,0,1442,3009
34.777,3044,0,1482,3044
34.883,3044,0,1442,3044
34.989,3084,0,1482,3084
35.095,3084,0,1522,3084
35.201,3009,0,1362,3009
35.307,2889,0,1362,2889
35.413,3009,0,1442,3009
35.519,3084,0,1482,3084
35.625,3285,0,1680,3285
35.731,3084,0,1482,3084
35.837,3124,0,1482,3124
35.943,3124,0,1522,3124
36.049,2969,0,1362,2969
36.155,2889,0,1362,2889
36.261,3044,0,1442,3044
36.367,3084,0,1482,3084
36.474,3084,0,1522,3084
36.580,3084,0,1482,3084
36.685,3084,0,1442,3084
36.791,3124,0,1522,3124
36.897,2929,0,1322,2929
37.004,2929,0,1402,2929
37.110,3004,0,1442,3004
37.216,3044,0,1442,3044
37.322,3124,0,1562,3124
37.428,3084,0,1482,3084
37.534,3009,0,1402,3009
37.640,3124,0,1482,3124
37.746,2889,0,1362,2889
37.852,3049,0,1442,3049
37.958,3285,0,1680,3285
38.064,3044,0,1482,3044
38.170,3165,0,1560,3165
38.276,3245,0,1560,3245
38.382,2969,0,1362,2969
38.488,3084,0,1442,3084
38.594,2929,0,1362,2929
38.700,3004,0,1442,3004
38.806,3084,0,1522,3084
38.912,3004,0,1402,3004
39.018,3084,0,1482,3084
39.124,3124,0,1482,3124
