t_sec,POM_5V_IN_mW,POM_5V_GPU_mW,POM_5V_CPU_mW,total_mW
22.397,2849,0,1203,2849
22.503,2728,0,1123,2728
22.609,2648,0,1083,2648
22.715,2728,0,1163,2728
22.821,2612,0,1003,2612
22.927,2929,0,1402,2929
23.033,2612,0,1043,2612
23.139,2889,0,1282,2889
23.245,2612,0,1083,2612
23.351,2768,0,1163,2768
23.457,2929,0,1282,2929
23.563,2889,0,1241,2889
23.669,2728,0,1163,2728
23.775,2688,0,1083,2688
23.881,2648,0,1123,2648
23.987,2768,0,1163,2768
24.093,2889,0,1322,2889
24.199,2648,0,1043,2648
24.305,2889,0,1322,2889
24.411,2572,0,1043,2572
24.517,2889,0,1243,2889
24.623,2808,0,1203,2808
24.729,2969,0,1362,2969
24.835,2808,0,1282,2808
24.941,2768,0,1163,2768
25.047,2728,0,1163,2728
25.153,2692,0,1083,2692
25.260,2808,0,1241,2808
25.366,2688,0,1083,2688
25.472,2808,0,1241,2808
25.578,2572,0,1003,2572
25.684,2808,0,1203,2808
25.790,2728,0,1203,2728
25.896,2929,0,1282,2929
26.002,2768,0,1203,2768
26.109,2688,0,1123,2688
26.215,2648,0,1083,2648
26.321,2688,0,1083,2688
26.427,2768,0,1241,2768
26.533,2728,0,1123,2728
26.639,2849,0,1282,2849
26.745,2612,0,1003,2612
26.851,2808,0,1203,2808
26.957,2728,0,1203,2728
27.064,2929,0,1282,2929
27.170,2889,0,1322,2889
27.276,2808,0,1203,2808
27.382,2889,0,1282,2889
27.488,2768,0,1163,2768
27.594,2768,0,1163,2768
27.700,2768,0,1163,2768
27.806,2688,0,1083,2688
27.912,2652,0,1043,2652
28.019,2808,0,1241,2808
28.124,2572,0,1003,2572
28.230,3004,0,1442,3004
28.336,2572,0,1003,2572
28.442,2808,0,1203,2808
28.549,2768,0,1203,2768
28.655,2728,0,1123,2728
28.761,2648,0,1083,2648
28.867,2768,0,1163,2768
28.973,2652,0,1083,2652
29.080,2652,0,1043,2652
29.186,2808,0,1282,2808
29.292,2572,0,963,2572
29.398,3004,0,1442,3004
29.504,2572,0,1003,2572
29.610,2808,0,1203,2808
29.716,2768,0,1163,2768
29.822,2688,0,1123,2688
29.928,2648,0,1083,2648
30.035,2768,0,1163,2768
30.141,2652,0,1083,2652
30.247,2652,0,1083,2652
30.353,2849,0,1282,2849
30.459,2572,0,963,2572
30.565,3004,0,1442,3004
30.671,2572,0,1003,2572
30.777,2808,0,1203,2808
30.883,2728,0,1203,2728
30.989,2688,0,1123,2688
31.095,2688,0,1123,2688
31.201,2768,0,1163,2768
31.308,2688,0,1083,2688
31.414,2648,0,1043,2648
31.520,2849,0,1282,2849
31.626,2808,0,1163,2808
31.732,2964,0,1402,2964
31.838,2648,0,1083,2648
31.944,2969,0,1322,2969
32.050,2648,0,1123,2648
32.156,2728,0,1163,2728
32.262,2728,0,1123,2728
32.368,2808,0,1203,2808
32.474,2728,0,1123,2728
32.584,2612,0,1043,2612
32.690,2688,0,1163,2688
32.796,2612,0,1003,2612
32.902,2929,0,1402,2929
33.008,2612,0,1043,2612
33.114,2889,0,1282,2889
33.220,2652,0,1083,2652
33.326,2768,0,1163,2768
33.432,2728,0,1123,2728
33.538,2808,0,1203,2808
33.644,2728,0,1123,2728
33.751,2648,0,1083,2648
33.857,2728,0,1163,2728
33.963,2612,0,1003,2612
34.069,2889,0,1362,2889
34.175,2648,0,1043,2648
34.281,2889,0,1282,2889
34.387,2612,0,1083,2612
34.493,2768,0,1163,2768
34.599,2728,0,1123,2728
34.705,2808,0,1203,2808
34.811,2728,0,1123,2728
34.917,2688,0,1083,2688
35.023,2728,0,1163,2728
35.129,2612,0,1003,2612
35.235,2969,0,1402,2969
35.341,2648,0,1043,2648
35.447,2889,0,1241,2889
35.553,2728,0,1163,2728
35.659,2728,0,1123,2728
35.765,2728,0,1123,2728
35.871,2808,0,1203,2808
35.977,2768,0,1163,2768
36.083,2768,0,1163,2768
36.189,2768,0,1282,2768
36.295,2652,0,1043,2652
36.401,2929,0,1362,2929
36.508,2688,0,1043,2688
36.614,2889,0,1322,2889
36.720,2612,0,1083,2612
36.826,2768,0,1163,2768
36.932,2728,0,1163,2728
37.038,2849,0,1241,2849
37.144,2728,0,1163,2728
37.250,2688,0,1083,2688
37.356,2688,0,1123,2688
37.462,2612,0,1043,2612
37.568,2889,0,1362,2889
37.674,2652,0,1043,2652
37.780,2889,0,1282,2889
37.886,2608,0,1123,2608
37.992,2768,0,1163,2768
38.098,2728,0,1123,2728
38.204,2808,0,1201,2808
38.310,2728,0,1123,2728
38.417,2688,0,1083,2688
38.523,2728,0,1201,2728
38.629,2688,0,1083,2688
38.735,3044,0,1482,3044
38.841,2648,0,1043,2648
38.947,2929,0,1362,2929
39.053,2572,0,1043,2572
39.159,2768,0,1163,2768
39.265,2768,0,1163,2768
39.371,2849,0,1241,2849
39.477,2728,0,1163,2728
39.583,2688,0,1083,2688
39.689,2688,0,1123,2688
39.795,2612,0,1043,2612
39.901,2929,0,1362,2929
40.007,2652,0,1043,2652
40.113,2889,0,1282,2889
40.219,2612,0,1083,2612
40.325,2768,0,1163,2768
40.431,2728,0,1163,2728
40.537,2849,0,1241,2849
40.644,2728,0,1163,2728
40.750,2688,0,1083,2688
40.856,2688,0,1123,2688
40.962,2612,0,1043,2612
41.068,2929,0,1362,2929
41.174,2648,0,1043,2648
41.280,2889,0,1322,2889
41.386,2532,0,1003,2532
41.492,2768,0,1163,2768
41.598,2768,0,1163,2768
41.704,2849,0,1241,2849
41.811,2768,0,1163,2768
41.917,2688,0,1083,2688
42.023,2648,0,1123,2648
42.129,2648,0,1043,2648
42.235,2889,0,1322,2889
42.341,2652,0,1043,2652
42.447,2889,0,1322,2889
42.553,2612,0,1083,2612
42.659,2768,0,1163,2768
42.765,2728,0,1163,2728
42.872,2808,0,1282,2808
42.978,2969,0,1322,2969
43.084,2929,0,1282,2929
43.190,2768,0,1203,2768
43.296,2728,0,1123,2728
43.402,2849,0,1322,2849
43.509,2688,0,1083,2688
43.615,2849,0,1322,2849
43.721,2532,0,1003,2532
43.827,2808,0,1203,2808
43.933,2768,0,1163,2768
44.039,2889,0,1241,2889
44.145,2768,0,1163,2768
44.251,2688,0,1083,2688
44.357,2648,0,1083,2648
44.464,2652,0,1043,2652
44.570,2849,0,1322,2849
44.676,2648,0,1083,2648
44.782,2889,0,1322,2889
44.888,2532,0,1043,2532
44.994,2768,0,1163,2768
45.100,2728,0,1163,2728
